Sample ID	Gene Name	Entrez ID	Start Position	End Position
P09311810A0814	cyclin D3	103221504	24	33
P09312025A0373	p85alpha	5295	194	202
P09312025A0373	p110	9733	131	135
P09312025T0000	NF-kappaB	4790	133	142
P09312028A0975	RXR	6256	141	144
P09312032A0165	snoRNA	6079	106	112
P09312032A0165	snoRNA	6079	33	39
P09312087A0000	PECAM-1	5175	344	351
P09312087A0000	PECAM-1	5175	152	159
P09312087A0000	SHP-2	5781	103	108
P09314537A1600	EBP50	9368	24	29
P09315631A1064	por1	855669	208	212
P09315631A1064	POR2	854692	15	19
P09315631A1064	POR1	855669	100	104
P09315631A1064	POR2	854692	109	113
P09315632A1137	FGFR3	2261	72	77
P09315632A1137	FGFR3	2261	172	177
P09315651T0000	R-FABP	396246	40	46
P09315678A0278	Nopp140	64896	133	140
P09315678A0278	NAP57	170944	94	99
P09317131A1332	IL-4	3565	115	119
P09317131A1332	STAT6	6778	98	103
P09321657A0439	cox3	4514	150	154
P09321657A0439	cox3	4514	81	85
P09321930A0567	MCC	4163	67	70
P09321930A0567	DCC	1630	57	60
P09321930A0567	APC	324	62	65
P09321930A0567	CIP1	1026	88	92
P09321930A0567	WAF1	1026	83	87
P09321930A0567	BRCA1	672	72	77
P09321930A0567	p53	7157	52	55
P09323366A0000	MLS1	855606	25	29
P09324988X0000	p21	644914	22	25
P09325022A0192	CD-1	111334	50	54
P09325135A0737	Trx	7295	3	6
P09325273A1240	UBP41	9099	26	31
P09325278A0458	mta1	9112	283	287
P09325278A0458	mta1	9112	189	193
P09325322A1293	Ca2	760	27	30
P09326317A0372	EXT1	2131	83	87
P09326317A0372	EXT2	2132	92	96
P09328341A1449	TR alpha	6955	92	100
P09328476A0068	snRNP	57819	5	10
P09328476A0068	snRNP	57819	69	74
P09328476A0068	U4/U6	26840;26827	102	107
P09328476A0068	U4/U6	26840;26827	-1	4
P09328476A0068	small nuclear ribonucleoprotein	57819	36	67
P09328476A0374	Prp3p	852084	95	100
P09328824A0000	thyroid hormone receptor (TR) alpha	426107	106	141
P09331864A0230	MGA	23269	181	184
P09331864A0230	MGA	23269	316	319
P09333018A0000	Interferon Regulatory Factor (IRF)-1	3659	-1	35
P09333026A0397	brk	5753	24	27
P09333026A0851	brk	20459	63	66
P09334330A0252	DPC4	4089	218	222
P09334330A0252	Smad	4089;4089	163	167
P09334330A0252	Smad	4089;4089	112	116
P09334330A0252	TGF-beta	7040	65	73
P09334331A0910	Egfr	37455	70	74
P09334331A0910	DER	248311	66	69
P09334331A0910	Vein	38657	130	134
P09335608T0000	myosin heavy chain	35007	95	113
P09335619A0583	atp9	4267065	209	213
P09336455A0000	GAL10	852307	80	85
P09336455A0000	RNR3	854744	90	94
P09339900A0939	AP2	7020	145	148
P09339900A0939	Sp1	6667	167	170
P09339900A0939	PEA3	2118	139	143
P09339900A0939	c-Myc	4609	156	161
P09339900A0939	cyclin D2	894	235	244
P09339900A0939	C/EBP	1050	132	137
P09339900A0939	cyclin D2	894	69	78
P09341139A0690	beta2AR	154	56	63
P09341139A0690	GRK2	156	136	140
P09341139A0690	beta-arrestin 1	408	144	159
P09341158A0167	mu1	2944	37	40
P09341158A0167	mu2	10053	45	48
P09341158A0167	beta1	931	118	123
P09341158A0167	beta2	28907	128	133
P09341182A0605	PLZF	7704	88	92
P09341182A0605	PLZF-BTB/POZ	7704	94	106
P09341192T0000	GLUT4	6517	24	29
P09341193A0362	Sp1	6667	18	21
P09341193A0362	Sp3	6670	23	26
P09341193A0362	NGFI-A	1958	32	38
P09341193A0362	Egr-1	1958	39	44
P09341193A0362	Tax	6900	120	123
P09343210A1112	Tax	6900	305	308
P09343210A1112	VCAM-1	7412	50	56
P09343210A1112	Tax	6900	140	143
P09343210A1112	NF-kappaB	4790	193	202
P09343210A1112	VCAM-1	7412	242	248
P09343210A1112	VCAM-1	7412	169	175
P09343222A0415	CCR5	12774	27	31
P09343433A0360	ADE2	10606	97	101
P09345037A0886	GATA-1	2623	69	75
P09346621A1181	OSF	26578	147	150
P09346935A0459	ZNF74	7625	78	83
P09346935A0927	ZNF74	7625	5	10
P09346938A1680	cathepsin B	1508	145	156
P09346938A1680	Ki-ras	3845	-1	5
P09346938A1680	cathepsin B	1508	109	120
P09346953A0000	heparan sulfate proteoglycan	960	34	62
P09346953A0000	3-OST	9957	289	294
P09348226A0852	EGF	1950	14	17
P09348226A0852	c-cbl	867	75	80
P09348226A0852	insulin	3630	27	34
P09348226A0852	Crk-II	1398	106	112
P09349501A0196	MLL	4297	75	78
P09349501A0196	LTG19	4298	120	125
P09349501A0196	MLL	4297	103	106
P09349501A0196	MLL	4297	116	119
P09351242A0719	AtP5CS1	818566	12	19
P09351242A0719	aba1	836838	244	248
P09352016A1110	CAM	808	70	73
P09352016A1110	G-CSF	1440	10	15
P09352127A0953	CA III	761	50	56
P09352127A0953	myoglobin	4151	36	45
P09353247A0922	cyclin	5111	110	116
P09353255A0159	Rip1p	8737	-1	4
P09353304A0732	Tiam1	7074	67	72
P09353343A0919	hnRNP A1	3178	110	118
P09353343A0919	hnRNP A1	3178	134	142
P09354676A1714	FGFR3	2261	137	142
P09354684A1158	Sp1	6667	28	31
P09354757A1444	beta 1', alpha A', alpha	931	22	46
P09358055A0590	Enh2	56376	79	83
P09358069T0000	EPO	2056	69	72
P09358069T0000	erythropoietin	2056	53	67
P09358837T0000	albumin	213	27	34
P09359844A0674	HSL	3991	12	15
P09360422A0135	thrombomodulin	7056	98	112
P09360422A0135	TM	7056	114	116
P09360422A0135	betathromboglobulin	5473	119	138
P09360422A0135	beta-TG	5473	140	147
P09360422A0135	pAI-1	5054	200	205
P09360953A1057	PTH-1 receptor	5745	173	187
P09360956A0840	14-3-3 zeta	7534	49	60
P09360956A0840	c-Raf	5894	128	133
P09360956A0840	Raf	5894	159	162
P09360993T0000	mast cell protease 9	17232	5	25
P09362499A0000	Fis	202299	3	6
P09364440A2206	FSH receptor	2492	51	63
P09364750T0000	SUP35	851752	29	34
P09364750T0000	SUP45	852440	39	44
P09365431A0314	acetylcholinesterase	43	58	78
P09366517A0835	WT1	7490	150	153
P09366517A0835	WT1	7490	18	21
P09366517A1828	WT1	7490	60	63
P09367676A0275	TS	22171	155	157
P09367676A1115	Tbxas1	6916	54	60
P09368006A1332	NF-kappaB	4790	38	47
P09368006A1332	E2F-1	1869	133	138
P09368026A0000	Osteocalcin	632	-1	10
P09368026A0000	OC	632	12	14
P09368026A0435	Msx2	4488	40	44
P09368026A0435	FGF2	2247	107	111
P09368057A1083	SRF	6722	47	50
P09368057A1083	SRF	6722	177	180
P09368058A0969	CAK	1022	167	170
P09368058A0969	CAK	1022	12	15
P09368058A0969	Cdc2	983	64	68
P09368100A1354	mHIF-1 alpha	15251	3	15
P09368190A1053	IFN-gamma	3458	141	150
P09368190A1053	IFN-gamma	3458	222	231
P09368190A1053	IFN-alpha	3439	208	217
P09368419A0000	rd22	832636	63	67
P09368760A0665	PDK1	38017	5	9
P09368760A0665	DSTPK61	38017	57	64
P09369450A1358	steroid receptor coactivator	10011	311	339
P09369450A1358	HNF-1beta	6928	32	41
P09369451A0693	AP-1	3726	38	42
P09369453A0273	Bcl-xL/Bcl-2 associated death promoter	572	51	89
P09369482A0690	HNF1alpha	6927	65	74
P09369482A0690	HNF4	3172	84	88
P09369482A0690	G6Pase	2538	135	141
P09371566A1384	S100	6271	57	61
P09371566A1384	SR protein	10921	150	160
P09371566A1384	SR protein	10921	87	97
P09372924A0758	XPC	7508	200	203
P09372937T0000	Sir4p	851813	38	43
P09372960A0456	fal1	100874054	44	48
P09372960A0456	Fal1p	100874054	64	69
P09372968A0532	Dlc-1	10395	57	62
P09372968A0996	I kappaB alpha	4792	62	76
P09372968A0996	Dlc-1	10395	128	133
P09372968A0996	Myc	4609	103	106
P09376325A0167	ph	5053	45	47
P09380504A1255	ZnF20	7568	3	8
P09380507A0514	Glutathione S-transferase	373156	-1	24
P09380707A0714	SMRT	9612	41	45
P09380707A0714	LAZ3	604	22	26
P09380707A0714	BCL6	604	27	31
P09381261A0970	EPO	2056	31	34
P09382886A1061	PKD	18760	60	63
P09382886A1061	p53	22060	89	92
P09382886A1061	p53	22060	144	147
P09382924A0131	interferon-gamma	3458	58	74
P09382924A0131	IFN-gamma	3458	76	85
P09382924A0131	LMP2	5698	125	129
P09382924A0131	LMP7	5696	131	135
P09382924A0131	PSMB10	5699	141	147
P09382924A0131	PSMB6	5694	251	256
P09382924A0131	PSMB5	5693	258	263
P09382924A0131	PSMB7	5695	269	274
P09383156A0691	RNase E	5511	9	16
P09383156A0691	PNPase	87178	104	110
P09383156A0691	polynucleotide phosphorylase	87178	74	102
P09385169T0000	Ask	153642	-1	2
P09387999A1053	PIA	253260	111	114
P09388198A1396	JNK	5599	79	82
P09388198A1396	ERK	5594	84	87
P09388198A1396	p38 MAP kinase	1432	93	107
P09388198A1396	rhoB	388	213	217
P09388198A1396	rhoB	388	143	147
P09388200A0639	MDM2	4193	84	88
P09388200A0639	c-fos	2353	113	118
P09388246A0903	amphiphysin I	273	71	84
P09389137A0763	C1-7	54360;6966;717;718;720;727;729;730	38	42
P09389137A0763	T1-9	921;292;154754;5646	44	48
P09389137A0763	L2-4	28904	53	57
P09389666A0538	Hex	15242	5	8
P09389669A1009	dpp	1834	5	8
P09390183A1027	NMT	4836	58	61
P09393706A1171	Fis	202299	5	8
P09393771A1659	TNF-alpha	7124	-1	8
P09393966A0190	CHA	10732	46	49
P09395525A0395	C/EBPdelta	1052	159	169
P09395525A0395	IGF-I	3479	185	190
P09395525A0395	CCAAT/enhancer-binding protein (C/EBP) delta	1052	23	67
P09397261A0940	Interleukin-1	3552	-1	12
P09398267A0440	MEK2	396349	118	122
P09398332A0732	CTLA-4	1493	92	98
P09398332A0732	CTLA-4	1493	45	51
P09398332A0732	mu2	10053	37	40
P09398332A0732	CTLA-4	1493	215	221
P09398598A0256	CD4	12504	92	95
P09398855A0438	p53	7157	153	156
P09398855A0438	p53	7157	292	295
P09400613A0594	PKR	19106	252	255
P09400613A0594	PKR	19106	21	24
P09400613A0594	PKR	19106	224	227
P09400613A0594	Gal4	16855	256	260
P09400613A0594	Gal4	16855	39	43
P09400613A1209	PKR	5610	92	95
P09400613A1209	PKR	19106	9	12
P09402088A2250	AVP	551	98	101
P09402139A1121	hIGFBP-1	3484	24	32
P09402139A1121	insulin	3630	112	119
P09402139A1121	IGFBP-1	3484	232	239
P09402139A1121	PEPCK	5106	65	70
P09405685A0113	p53	7157	56	59
P09407026A0426	nuc-1	5467	306	311
P09407026A0426	nuc-1	5467	94	99
P09407031A0557	Chk1	1111	114	118
P09407031A0557	Crb2	286204	15	19
P09407031A0557	Cdc2	983	157	161
P09407031A0974	crb2	286204	79	83
P09407031A0974	Chk1	1111	36	40
P09407036T0000	Tcn1p	855704	-1	4
P09407036T0000	Crz1p	855704	5	10
P09407090T0000	SR-BI	949	53	58
P09407090T0000	CLA-1	949	59	64
P09409774A0214	VCSA1	24867	109	114
P09409774A0214	SMR1	24867	162	166
P09409774A0214	VCSB1	498341	176	181
P09409821T0000	RAD30	852028	28	33
P09409821T0000	umuC	17815100	81	85
P09413375A1486	IL-6	3569	61	65
P09414287A0637	Sp1	6667	31	34
P09414319A1442	Surf-2	6835	7	13
P09414319A1442	Surf-1	6834	40	46
P09414319A1442	Surf-4	6836	15	21
P09414319A1442	Surf-3	6130	32	38
P09414319A1442	Surf-6	6838	48	54
P09414319A1442	Surf-5	6837	69	75
P09416467A0959	ACE	163	55	58
P09417108A0000	Htf9-a	19385	10	16
P09417108A0000	Htf9-c	15547	28	34
P09417108A0000	RanBP1	19385	17	23
P09417493A0823	C-reactive protein	1401	101	119
P09417928A0980	fingers 2 and 3	78992;25844	96	111
P09418040T0000	CHL I	107764312	265	270
P09418861A0623	n-chimaerin	1123	97	108
P09418871A0620	E2F1	1869	31	35
P09418882A0760	Prp42p	851821	70	76
P09418905A1396	EGF-	1950	126	130
P09418905A1396	Grb2	2885	42	46
P09418905A1396	PLC-gamma1	5335	75	85
P09420219A0284	beta-actin	728378	134	144
P09420234A0654	GroEL	13903475	3	8
P09420234A0654	GroEL	13903475	71	76
P09420239A1937	Sp1	6667	196	199
P09420275A0682	CBF2	10153	35	39
P09420275A1111	CBF2	10153	30	34
P09420275A1111	LMP-2	5698	61	66
P09420275A1111	CD23	2208	72	76
P09421508A0696	TCF11	4779	30	35
P09421508A0696	MafG	4097	98	102
P09422351A0000	CaMK II	818	44	51
P09422351A0000	Ca2+/calmodulin-dependent protein kinase II	760	-1	42
P09422727A0196	activating transcription factor-2	1386	196	229
P09422727A0196	CRE binding protein	1385	165	184
P09422727A0196	CREB	1385	186	190
P09422727A0196	ATF-2	1386	231	236
P09423310A0251	CD34	947	135	139
P09425036A0649	Csk	1445	143	146
P09425036A0649	lymphoid cell kinase	3932	76	96
P09425036A0649	Lck	3932	71	74
P09426068A0826	TGF-alpha	7039	9	18
P09426068A0826	c-myc	4609	3	8
P09426068A0826	TGF-alpha	7039	87	96
P09426143A1358	CRP	1401	65	68
P09426595T0000	saccharopine dehydrogenase	841467	34	60
P09426958A0110	CO-Ag	282467	60	65
P09427627A0930	S6k	6198	122	125
P09427627A0930	p70	309	118	121
P09427627T0000	insulin	3630	25	32
P09427844A0739	dGK	35738	88	91
P09427844A0739	dCyd	246842	173	177
P09428799A0897	P450scc	1583	164	171
P09430661A0796	JNK	5599	114	117
P09430661A0796	EphB1	2047	85	90
P09430661A0796	EphB1	2047	34	39
P09430661A0796	Nck	4690	66	69
P09430668A0172a	HMG-CoA synthase	3158	16	32
P09434160A2078	CD34	947	46	50
P09434160A2078	PTPRO	5800	13	18
P09435789A0961a	RAD17	19356	8	13
P09435806T0001	CA125	94025	92	97
P09436989A1011	MOB1	55233	78	82
P09437001A0769	Der3p	84447	30	35
P09437001A0769	sec61	29927	51	56
P09438165A0405	PC	5091	23	25
P09438427A0727	Hoxa1	15394	126	131
P09438427A0727	CE2	109983	27	30
P09438427A0727	Hoxa1	15394	53	58
P09438427A0727	CE2	109983	197	200
P09438427A0727	beta-galactosidase	12091	132	150
P09438427T0000	Hoxa1	3198	100	105
P09441664A0377	HNF-6	3175	68	73
P09441664A0377	HNF-3 beta	3170	97	107
P09441746A0546	GHS-R	2693	45	50
P09441746A0546	GPR39	2863	65	70
P09442024A0708	P47	5341	141	144
P09442031A0586	TSHR	7253	131	135
P09442072A0716	DNase I	13419	8	15
P09442080A0856	SHP-1	8431	122	127
P09442080A0856	SHP-2	5781	107	112
P09442080A0856	SHP-2	5781	68	73
P09442080A0856	SHP-1	8431	58	63
P09442080A0856	glutathione S-transferase	373156	136	161
P09443972A1145	GKLF	9314	21	25
P09443973A1028	CES4	51716	-1	3
P09443978A0262	Sp1	6667	72	75
P09445488A1169	SUR1	6833	100	104
P09446600A0260	beta-galactosidase	2720	28	46
P09446600A0260	Ahr	196	63	66
P09446616A0780	Raf-1	5894	17	22
P09446616A0780	Jak1	3716	69	73
P09447962A1027	XRN1	54464	53	57
P09447963A0223	Sip1	9839	-1	3
P09447963A0223	SC35	6427	63	67
P09447973A0168	mSos1	20662	72	77
P09447973A0168	MyrSos1	20662	79	86
P09447973A0168	MyrSos1	20662	168	175
P09447979A1430	GNEF	5923	120	124
P09447979A1430	guanine nucleotide exchange factor	5923	84	118
P09447994A0000	c-fos	2353	68	73
P09447994A0000	CREs	10047	158	162
P09447994A0000	c-fos	2353	186	191
P09448268A0186	Nlk	18099	24	27
P09448574A0964	FDG	23583	34	37
P09451003A0894	CRP	1401	42	45
P09451003A0894	CRP	1401	181	184
P09452421A1042	mSH2-B	20399	29	35
P09452444A0000	Interleukin-6	3569	-1	12
P09452444A0000	IL-6	3569	14	18
P09452444A0450	IL-6	3569	73	77
P09453537A0863	SP1	6667	121	124
P09453689A0000	S2-4) reflex (BCR)	613	95	113
P09454735A1782	EGF	1950	115	118
P09454735A1782	EGF	1950	46	49
P09454735A1782	MEK	5609	13	16
P09455695A0762	AST	26503	48	51
P09456312A1064	RanGAP1	5905	41	48
P09463380A1050	Smad1	4086	88	93
P09466931T0000	ng-1 and ng-2	31300;31298	91	104
P09467044A0973	PALP	250	65	69
P09467955A0468	PEA3	2118	78	82
P09467955A0468	PEA3	2118	116	120
P09467955A0468	PEA3	2118	52	56
P09468386A0594	Pet-1	54738	-1	4
P09468509A0463	F2771	9047	24	29
P09468515A0621	SF-1	7536	92	96
P09468515A0621	SF-1	7536	162	166
P09469415A1337	beta 2m	567	20	27
P09469820A0151	YAP1	10413	50	54
P09469820A0151	YAP2	10413	70	74
P09469933A1060	CLIP-170	6249	52	60
P09469933A1060	Restin	28986	93	99
P09475724T0000	TOR2	853632	-1	3
P09477316A0140	MafB	9935	157	161
P09478921A0126	bcr-abl	25	19	26
P09478971A1896	AhR	11622	84	87
P09478971A1896	Cyp1B1	13078	142	148
P09478976A0718	OSM	5008	133	136
P09478976T0000	Oncostatin M	5008	-1	11
P09478976T0000	AP-1	2353	68	72
P09478976T0000	c-Fos	2353	23	28
P09479498A0000	RNF4	6047	46	50
P09480843A0848	RL14	65043	170	174
P09482107A0551	C3G	107746	61	64
P09482107A0551	C3G	107746	131	134
P09482902A0423	CDK6	1021	131	135
P09482902A0423	CDK4	1019	126	130
P09482902A0423	DBA/2	114086	93	98
P09482902A0423	p15	1030	155	158
P09482902A0423	DBA/2	114086	37	42
P09482902A0423	p16	1029	147	150
P09482902A0942	p16	12578	88	91
P09482902A0942	INK4a	12578	367	372
P09482902A0942	cyclin D2	12444	153	162
P09482902A0942	CDK4	12567	163	167
P09482902A0942	p16	12578	363	366
P09482902A0942	Pctr1	12578	404	409
P09482902A0942	p16	12578	34	37
P09484781A1233	PKB	207	102	105
P09484781A1233	Akt	207	106	109
P09485308A1165	FMN	342184	3	6
P09487130A0383	Cdc2	983	82	86
P09488441A0615	Bcl-3	602	273	278
P09488441A0615	p50	4790	114	117
P09488441A0615	Sp1	6667	231	234
P09488441A0615	P-selectin	6403	150	160
P09488441A0615	NF-kappaB	4790	97	106
P09488441A0615	P-selectin	6403	77	87
P09488441A0615	Sp1	6667	137	140
P09488441A0615	Sp1	6667	-1	2
P09488486A0000	TATA box-binding protein	6908	3	27
P09488486A0000	TBP	6908	29	32
P09488486A0000	polymerases (Pol) I, II, and III	11201	124	156
P09488713A0886	SCAP	22937	120	124
P09488725A0904	SFD	51606	43	46
P09490676A0800	Myb	4602	189	192
P09490676A0800	Ets-2	2114	43	48
P09490676A0800	Myb	4602	35	38
P09494078A1362	5HT5A	3361	7	12
P09495283A0000	HSF1	3297	112	116
P09495283A0000	HSF2	3298	121	125
P09498553A0702	CYP51	1595	167	172
P09498553T0000	CYP51	1595	66	71
P09499048A1003	gK	2710	66	68
P09499048A1003	gK	2710	103	105
P09501982A1178	XCoe2	373695	12	17
P09501982A1178	XNeuroD	444022	411	418
P09501982A1178	X-ngnr-1	398061	250	258
P09501982A1178	XCoe2	373695	163	168
P09503017A1021	HYAL1	3373	35	40
P09504906A0099	Hap1p	9001	150	155
P09506439A2179	PKC-gamma	5582	-1	8
P09506439A2179	TPA	5327	94	97
P09506962A1000	YY1	7528	117	120
P09506990T0000	ZFM1	7536	5	9
P09507032A1144	CSF1R	1436	17	22
P09507032A1144	CSF1R/IR	1436;3643	58	66
P09507032A1144	CSF-1	1435	80	85
P09510189A0192	CD58	965	67	71
P09510925A0389	dL-1	249390	56	60
P09511724A0483	Dsg	1828	38	41
P09511760A0221	cHO-1	9493	185	190
P09512416A0460	GCR1	841247	118	122
P09512550T0000	CBP	1387	83	86
P09512550T0000	pRb	5925	74	77
P09514159A0562	Ptx1	5307	61	65
P09514272A0482	P15	1030	110	113
P09514272A0482	P16	1029	118	121
P09515031A1020	SRF	6722	92	95
P09515031A1020	c-fos	2353	53	58
P09515032A1230	p21	644914	21	24
P09516472A0292	Id4	3400	101	104
P09517989A0476	CD4	920	77	80
P09519757A0482	SUR1	6833	159	163
P09521913A0400	60A	37778	34	37
P09522979T0000	fibronectin	2335	21	32
P09524122A0336	GPA2	170589	24	28
P09524222A0769	beta 4	930	57	63
P09524222A0769	beta-adducin	119	153	165
P09524222A0769	MARCKS	4082	222	228
P09524250A0767	AP1	3726	46	49
P09524259A0301	hp55	11232	116	120
P09524259A0301	insulin receptor	3643	151	167
P09524259A0301	IGFIR	3480	60	65
P09524259A0301	IR	3643	169	171
P09524273A0205	gC1qBP	12261	54	60
P09525598A0325	Raf	22882	17	20
P09525598A0325	Raf	22882	119	122
P09525888A1482	FLAP	11690	11	15
P09525891T0000	meis1	613877	14	19
P09525891T0000	CYP17	281739	122	127
P09528758T0000	Oct-6	5453	105	110
P09528758T0000	Oct-3/4	5460	93	100
P09528758T0000	Rex-1	57455	-1	4
P09528766A0915	CREB	1385	109	113
P09528766A0915	MAPKAP kinase 2	9261	51	66
P09528766A0915	p38	1432	47	50
P09528766A0915	RSK	6196	35	38
P09528766A0915	ERK	5594	31	34
P09528792A0000	FGF-R2	2263	60	66
P09528792A0000	fibroblast growth factor receptor 2	2263	23	58
P09528987A1348	T/EBP	7080	228	233
P09528987A1348	T/EBP	7080	141	146
P09528987A1348	T/EBP	7080	30	35
P09528987A1348	T/EBP	7080	72	77
P09531538A0983	dU2AF38	33201	78	85
P09531549A0658	actin	850504	167	172
P09531549A0658	Pan1p	854822	155	160
P09531549A0658	Pan1p	854822	115	120
P09531559A1153	ZO-1	7082	95	99
P09531559A1153	occludin	100506658	130	138
P09531559A1153	ZO-2	9414	153	157
P09533030T0000	Cytochrome b	4519	-1	11
P09533030T0000	SDHC	6391	178	182
P09533030T0000	SDHD	6392	195	199
P09535579A1105	EPOC; 1	25833	131	138
P09535833A0228	Staf	399467	75	79
P09535833A0228	Staf	399467	38	42
P09535835A0279	Kinectin	3895	7	15
P09535835A0279	ROCK-I	6093	-1	5
P09535835A0279	Cdc42	998	73	78
P09535835A0279	mDia2	56419	21	26
P09535835A0279	RhoA	387	64	68
P09535908A0321	LNX	84708	112	115
P09535908A0321	LNX	84708	28	31
P09536028A0945	EGF	1950	147	150
P09536440A0000	myosin V	4644	43	51
P09537651A0366	PEA3	2118	15	19
P09538156A0130	BRCA1	672	-1	4
P09539721A0599	pR	5241	104	106
P09539746A0781	caspase-9	842	61	70
P09539746A0781	Apaf-1	317	49	55
P09539746A0781	Bcl-XL	598	13	19
P09539779A0621	All1	214162	165	169
P09539779A0621	Arp1	54130	104	108
P09544987A1583	PR-B	5925	33	37
P09544987A1583	NCoR	9611	64	68
P09544991A0483	PRL receptor	5618	-1	11
P09544991A0483	SHP-2	5781	27	32
P09544991A0750	Stat5a	6776	255	261
P09544991A0750	Stat5a	6776	130	136
P09544991A0750	Stat5b	6777	140	146
P09544991A0750	Stat5b	6777	268	274
P09544991A0750	SHP-2	5781	31	36
P09545312A1197	SRF	6722	83	86
P09545323T0000	MLH1	855203	100	104
P09545323T0000	MSH2	854063	86	90
P09545323T0000	PMS1	855642	105	109
P09545323T0000	MSH6	851671	91	95
P09545332A0137	IRS1	3667	110	114
P09545332A0137	insulin receptor substrate 1	3667	80	108
P09545332A0137	IL-4	3565	160	164
P09545353A1071	TNF-alpha	7124	197	206
P09545353A1071	E-selectin	6401	159	169
P09545638A0330a	HMT1	852322	65	69
P09545638A0330b	HMT1	852322	65	69
P09545638A0836	HRMT1L2	3276	11	18
P09545638A1181	HRMT1L1	3275	21	28
P09545638A1181	HRMT1L2	3276	33	40
P09545638T0000	HRMT1L2	3276	98	105
P09545638T0000	HRMT1L1	3275	86	93
P09546424A1550	Crk	1398	69	72
P09547311A1394	desmoglein 1	1828	142	154
P09547311A1394	E-cadherin	999	252	262
P09547311A1394	E-cadherin	999	102	112
P09547311A1394	E-cadherin	999	60	70
P09548481A0000	IL-5Ralpha	3568	117	127
P09551938A0318	CCR5	1234	90	94
P09553040A0651	Epo	2056	16	19
P09553040A0651	PI-3 kinase	5295	91	102
P09553134A0596	N-syndecan	9672	3	13
P09553134A0596	PP1	5464	106	109
P09553143A0729	ZAP-70	7535	10	16
P09553143A0729	SLP-76	3937	28	34
P09553143A0729	Erk	5594	50	53
P09556561A0671	Gar1p	856489	39	44
P09556566A0174	RXRalpha	6256	75	83
P09556566A0174	VDR	7421	31	34
P09556566A0174	vitamin D receptor	7421	11	29
P09556573A1062	SMRT	9612	230	234
P09556573A1062	PPARalpha	5465	198	207
P09556573A1062	PPARalpha	5465	125	134
P09556573A1062	RIP-140	8204	157	164
P09564860A2315	GnRH-R	81668	64	70
P09564917A0900	alpha2-antiplasmin	5345	19	37
P09566876A0000	TBP	6908	85	88
P09566876A0000	TATA binding protein	6908	63	83
P09566918A1115	IRF-3	3661	103	108
P09570107A0355	ESP	148713	31	34
P09572428A0526	VEGF	7422	15	19
P09572491A1044	p53	7157	81	84
P09572491A1044	p53	7157	58	61
P09572990A0630	Stat-3	6774	31	37
P09572990A0630	Stat-3	6774	102	108
P09573374A0687	RIL	8572	137	140
P09573374A0687	IRF1	3659	174	178
P09573378A0761	U73	8944	-1	2
P09575143A1189	ZAP-70	7535	19	25
P09575187A1558	NF-kappaB	4790	19	28
P09575217A0971	Stat5	6776	37	42
P09575217A0971	Stat5	6776	133	138
P09575217A0971	Jak2	3717	87	91
P09579602A1720	CD34	947	70	74
P09579808A0000	GnT II	4247	75	81
P09579808A0000	beta-1,2-N-acetylglucosaminyltransferase II	4247	30	73
P09581834A2578	SHC	6464	169	172
P09581834A2578	erbB1	1956	163	168
P09582306T0000	Galphao	2775	19	26
P09582327A0295	LHbeta	25329	187	193
P09582327A0295	GnRH	25194	344	348
P09582327A0295	GnRH receptor	81668	64	77
P09582331A0506	SP1	6667	109	112
P09582331A0506	GATA-1	2623	102	108
P09583208A0171	albumin	213	60	67
P09584165T0000	receptor for activated C kinase	14694	8	39
P09584165T0000	RACK1	14694	-1	4
P09584179A0673	Ttk	7272	44	47
P09584180A0701	Stat6	6778	89	94
P09584180A0701	IL-4	3565	121	125
P09584180A0701	IL-4	3565	8	12
P09584194A0000	HEF1	4739	-1	3
P09584194A0000	p130	9221	5	9
P09584194A0000	Efs	10278	20	23
P09584194A0000	Cas	9564	10	13
P09584194A0000	Sin	10278	24	27
P09584194A1305	p55	8503	211	214
P09584194A1305	HEF1	4739	215	219
P09584194A1305	Dim1p	10907	143	148
P09584194A1305	HEF1	4739	70	74
P09584194A1305	HEF1	4739	191	195
P09585253A1147	TF	2152	188	190
P09585253A1147	TF	2152	75	77
P09585253A1147	ERK	5594	42	45
P09586832A0229	5-HT1A	3350	61	67
P09590540A0513	Sal1	6299	162	166
P09590540A0513	Sac1	22908	157	161
P09592168T0000	XPA	7507	108	111
P09594299A0468	hip	64399	164	167
P09595496A0000	endothelin-1	1906	34	46
P09595496A0000	ET-1	1906	48	52
P09599102A1191	Mac1p	3684	13	18
P09599664A0881	RXR beta	6257	85	93
P09599664A0881	RXR alpha	6256	71	80
P09599897A0000	CRP	1401	240	243
P09599897A0000	C-reactive protein	1401	220	238
P09601516A0695	S protein	7448	111	120
P09601940A0280	NF-IL6	1051	130	136
P09601940A0280	CD1	909	29	32
P09605137A0677	p65	5970	32	35
P09605137A0677	CD28	940	89	93
P09605137A0677	B7-1	941	142	146
P09605137A0677	LFA-3	965	131	136
P09605137A0677	IL-2	3558	70	74
P09605137A0677	c-Jun	3725	22	27
P09605934A0801	upstream stimulatory factor	7391	73	100
P09605934A0801	USF	7391	68	71
P09606633A0523	Interferon beta	3456	-1	14
P09606924T0000	rac-alpha	207	49	58
P09611229A1664	nmt1	4836	45	49
P09611229A1664	FAS1	355	37	41
P09611234A0098	Mxi-1	4601	20	25
P09611234A0098	BCL6	604	87	91
P09611234A0098	LAZ3	604	82	86
