Sample ID	Gene Name	Ensembl ID	Gene Symbol
P09010223A0667	Egr1	['9606.ENSP00000239938']	[]
P09010223A0667	PU.1	['9606.ENSP00000227163']	[]
P09010223A0667	PEA3	['9606.ENSP00000321835']	[]
P09010223A0667	ETS2	['9606.ENSP00000353344']	[]
P09010223A0667	ETS1	['9606.ENSP00000376436']	[]
P09010223A0667	EWS	['9606.ENSP00000400142']	[]
P09010223A0667	ELK1	['9606.ENSP00000366182', '9606.ENSP00000264661', '9606.ENSP00000328813']	[]
P09010223A1850	Egr1	['9606.ENSP00000239938']	[]
P09010223A1850	EWS	['9606.ENSP00000400142']	[]
P09010223A1850	FLI1	['9606.ENSP00000433488', '9606.ENSP00000324573']	[]
P09011744A0790	Grin2c	['10090.ENSMUSP00000102164', '9606.ENSP00000293190']	[]
P09011744A0790	Grin2b	['10090.ENSMUSP00000062284', '9606.ENSP00000477455']	[]
P09011744A0790	Grin2a	['9606.ENSP00000332549', '10090.ENSMUSP00000142900']	[]
P09011744A0790	Grin2d	['10090.ENSMUSP00000002848', '9606.ENSP00000263269']	[]
P09012405A0785	TFIIH	['9606.ENSP00000265963', '9606.ENSP00000476100', '9606.ENSP00000375809', '9606.ENSP00000285398', '9606.ENSP00000445162', '9606.ENSP00000259895', '9606.ENSP00000274400']	[]
P09013760A0000	ACTH	['9606.ENSP00000384092']	[]
P09013760A0000	P450scc	['9606.ENSP00000268053']	[]
P09013760A0000	CYP11A	['9606.ENSP00000268053']	[]
P09015757T0000	bone sialoprotein	['9606.ENSP00000226284']	[]
P09018122A1389	ORF-1	['9606.ENSP00000265602', '9606.ENSP00000294129']	[]
P09020138A0833	CrkL	['9606.ENSP00000346300']	[]
P09020138A0833	HEF1	['9606.ENSP00000368759']	[]
P09020138A0833	related adhesion focal tyrosine kinase	['9606.ENSP00000380638']	[]
P09020138A0833	RAFTK	['9606.ENSP00000380638']	[]
P09020169A0552	SIM1	['9606.ENSP00000358210']	[]
P09020169A0552	SIM2	['9606.ENSP00000290399']	[]
P09020856A0560	MCK	['9606.ENSP00000221476']	[]
P09022040A0263	L-plastin	['10090.ENSMUSP00000116271', '9606.ENSP00000381581']	[]
P09023378A0959	CBF1	['9606.ENSP00000345206']	[]
P09024793A1325	BMP-2	['9606.ENSP00000368104']	[]
P09024793A1325	MyoD	['9606.ENSP00000250003']	[]
P09024793A1325	myogenin	['9606.ENSP00000241651']	[]
P09024793A1325	MCK	['9606.ENSP00000221476']	[]
P09024805A0905b	CREB	['9606.ENSP00000387699']	[]
P09024805A0905b	Sp1	['9606.ENSP00000329357', '9606.ENSP00000308970', '9606.ENSP00000323155']	[]
P09027346A1957	pE x	['9606.ENSP00000368682', '9606.ENSP00000219070']	[]
P09027346A1957	hCG	['9606.ENSP00000482232', '9606.ENSP00000301408']	[]
P09027346A1957	LHR	['9606.ENSP00000294954']	[]
P09027506T0000	eIF-4G	['9606.ENSP00000416255']	[]
P09028308A0590	G-CSF	['9606.ENSP00000225474']	[]
P09028942A0000	c-fos	['9606.ENSP00000306245']	[]
P09028942A0000	jun	['9606.ENSP00000360266']	[]
P09028942A0000	myc	['9606.ENSP00000478887']	[]
P09028942A0000	egr-1	['9606.ENSP00000239938']	[]
P09029091A0881	phospholipase C gamma 1	['9606.ENSP00000244007']	[]
P09029104A0226	IGLL1	['9606.ENSP00000329312']	[]
P09029159A0000	PKR	['9606.ENSP00000233057']	[]
P09029713A1120	CRS2	['9606.ENSP00000239243']	[]
P09029713A1120	SF-1	['9606.ENSP00000366604', '9606.ENSP00000362690']	[]
P09030581A0990	p38	['9606.ENSP00000428968', '9606.ENSP00000215832', '9606.ENSP00000475924', '9606.ENSP00000223029', '9606.ENSP00000300574', '9606.ENSP00000339186', '9606.ENSP00000216479', '9606.ENSP00000229795']	[]
P09030581A0990	MKP-4	['9606.ENSP00000345853']	[]
P09030688A0435	Rap1p	['9606.ENSP00000370208', '9606.ENSP00000300086', '9606.ENSP00000358723']	[]
P09030781A0734	cyclin D2	['9606.ENSP00000261254']	[]
P09030781A0734	cdk6	['9606.ENSP00000265734']	[]
P09030781A0734	cyclin D1	['9606.ENSP00000227507']	[]
P09030781A0734	cdk4	['9606.ENSP00000257904']	[]
P09030781A0734	cdk5	['9606.ENSP00000419782']	[]
P09030781A0734	cyclin A	['9606.ENSP00000481380', '9606.ENSP00000255465']	[]
P09030781A0734	cdc2	['9606.ENSP00000378699', '9606.ENSP00000472445']	[]
P09030781A0734	cdk2	['9606.ENSP00000266970']	[]
P09031639A0474	U1-C	['9606.ENSP00000244520']	[]
P09032233T0000	Pit-1	['9606.ENSP00000272542', '9606.ENSP00000342931']	[]
P09032233T0000	Ets-1	['9606.ENSP00000376436']	[]
P09032233T0000	GHF-1	['9606.ENSP00000342931']	[]
P09032248A0239	Pcl1	['9606.ENSP00000363640', '9606.ENSP00000387654']	[]
P09032248A0239	Cln1	['9606.ENSP00000493153']	[]
P09032250A0257	Tax1	['9606.ENSP00000330633']	[]
P09032258A0395	B7-1	['9606.ENSP00000264246']	[]
P09032258A0395	LFA-3	['9606.ENSP00000358501']	[]
P09032259A0150	RhoA	['9606.ENSP00000400175']	[]
P09032259A0150	Rac1	['9606.ENSP00000348461', '9606.ENSP00000381057']	[]
P09032259A0972	Rac1	['9606.ENSP00000348461', '9606.ENSP00000381057']	[]
P09032267A0850	NF-E2	['9606.ENSP00000439120']	[]
P09034337A0251	p34cdc2	['9606.ENSP00000378699']	[]
P09036529A0343	ALK	['9606.ENSP00000373700']	[]
P09037032T0000	P2P-R	['9606.ENSP00000317872']	[]
P09037032T0000	Rb1	['9606.ENSP00000267163', '9606.ENSP00000286070']	[]
P09037163A1652	gpc4	['9606.ENSP00000359864']	[]
P09038166A0818	A1b	['9606.ENSP00000378965', '9606.ENSP00000263100']	[]
P09038166A0818	A1a	['9606.ENSP00000416066']	[]
P09038202A1951	NRSF	['9606.ENSP00000311816']	[]
P09040011A1316	lck	['9606.ENSP00000477713']	[]
P09040011A1316	Raf	['9606.ENSP00000314709', '9606.ENSP00000401888']	[]
P09040011A1316	p56	['9606.ENSP00000360869', '9606.ENSP00000261303', '9606.ENSP00000438040', '9606.ENSP00000306340']	[]
P09045636A0789	Sam68	['9606.ENSP00000313829']	[]
P09045919A1250	c-Rel	['9606.ENSP00000295025']	[]
P09045919A1250	p50	['9606.ENSP00000339404', '9606.ENSP00000361359', '9606.ENSP00000226574', '9606.ENSP00000495631']	[]
P09045919A1250	IgH	['9606.ENSP00000478289']	[]
P09046090T0000	G4p1 protein	['4932.YGL105W']	[]
P09046384A0403	CD4	['9606.ENSP00000011653']	[]
P09047252A0209	AFP	['9606.ENSP00000379138', '9606.ENSP00000410446']	[]
P09047344A0000	Calmodulin	['9606.ENSP00000419081', '9606.ENSP00000315299', '9606.ENSP00000304643', '9606.ENSP00000369689', '9606.ENSP00000291295']	[]
P09047344A0000	myosin light chain kinase	['9606.ENSP00000353452', '9606.ENSP00000274643', '9606.ENSP00000365162', '9606.ENSP00000378288']	[]
P09047344A0000	MLCK	['9606.ENSP00000353452', '9606.ENSP00000274643', '9606.ENSP00000365162', '9606.ENSP00000378288']	[]
P09047344A0000	calmodulin	['9606.ENSP00000419081', '9606.ENSP00000315299', '9606.ENSP00000304643', '9606.ENSP00000369689', '9606.ENSP00000291295']	[]
P09048617A0648	tyrosine kinase receptor	['9606.ENSP00000431418']	[]
P09049198A0289	p21	['9606.ENSP00000361708', '9606.ENSP00000388823', '9606.ENSP00000384849']	[]
P09049304A1193	TGF alpha	['9606.ENSP00000404131']	[]
P09049304A1193	Egr-1	['9606.ENSP00000239938']	[]
P09049304A1193	AP-2	['9606.ENSP00000370532', '9606.ENSP00000256104', '9606.ENSP00000501092']	[]
P09049306A0830	HBP	['9606.ENSP00000375836', '9606.ENSP00000233997', '9606.ENSP00000014930', '9606.ENSP00000263904', '9606.ENSP00000417686']	[]
P09049313A0116	eIF4G	['9606.ENSP00000416255']	[]
P09050847A0180	SL1	['9606.ENSP00000263663', '9606.ENSP00000339976', '10090.ENSMUSP00000034497', '9606.ENSP00000299855', '9606.ENSP00000455265']	[]
P09050847A0180	TAF	['9606.ENSP00000295666', '9606.ENSP00000362068']	[]
P09050847A0180	TBP	['10090.ENSMUSP00000124317', '9606.ENSP00000230354']	[]
P09050849A0000	Cytohesin-1	['9606.ENSP00000389095']	[]
P09050849A0000	Sec7	['9606.ENSP00000389095', '4932.YDR170C']	[]
P09050849A1459	Sec7	['9606.ENSP00000389095']	[]
P09050861A0903	DEK	['9606.ENSP00000498653']	[]
P09053309A1103	shh	['9606.ENSP00000297261']	[]
P09053494A0612	G-CSF	['9606.ENSP00000225474']	[]
P09053494A0612	CD34	['9606.ENSP00000310036']	[]
P09053835A0865	p53	['9606.ENSP00000269305']	[]
P09057325A0177	pat-1	['9606.ENSP00000243389', '9606.ENSP00000083182', '9606.ENSP00000371272']	[]
P09057648A0422	c-fos	['9606.ENSP00000306245']	[]
P09057703A1389	Snail	['9606.ENSP00000244050']	[]
P09057841T0000	isocitrate lyase	['4932.YER065C', '4932.YPR006C']	[]
P09058323A1287	beta 4	['9606.ENSP00000320295', '9606.ENSP00000358582', '9606.ENSP00000480998']	[]
P09058373A1620	Stat5	['9606.ENSP00000341208', '9606.ENSP00000293328']	[]
P09058378A1134	p53	['9606.ENSP00000269305']	[]
P09060444A0557	EGF	['9606.ENSP00000265171']	[]
P09064659A1055	HUPF1	['9606.ENSP00000470142']	[]
P09064659A1055	UPF1	['9606.ENSP00000470142']	[]
P09065463A1012	Rad51	['9606.ENSP00000493712']	[]
P09065690A0463	CAR1	['9606.ENSP00000430656', '9606.ENSP00000356959']	[]
P09065768A0862	lactase	['9606.ENSP00000264162', '9606.ENSP00000306920']	[]
P09067577A0307	CRK	['9606.ENSP00000300574']	[]
P09067577A0307	BCR/ABL	['9606.ENSP00000361423']	[]
P09067577A0307	CRKL	['9606.ENSP00000346300']	[]
P09067577A0721	c-ABL	['9606.ENSP00000361423']	[]
P09067577A0721	CRKL	['9606.ENSP00000346300']	[]
P09071407T0000	oxytocin	['9606.ENSP00000217386']	[]
P09073074T0000	FGFR-3	['10090.ENSMUSP00000133064', '9606.ENSP00000339824']	[]
P09074508A0397	CD38	['9606.ENSP00000226279']	[]
P09077076A0219	CRP	['9606.ENSP00000255030', '9606.ENSP00000356275']	[]
P09077108A0458	IL-6	['9606.ENSP00000385675']	[]
P09077108A0458	TNF-alpha	['9606.ENSP00000398698']	[]
P09079625A0935	Syndecan-4	['9606.ENSP00000361818']	[]
P09079638A0883	CXCR2	['9606.ENSP00000319635']	[]
P09079650A0136	c-Jun	['9606.ENSP00000360266']	[]
P09079650A0136	p42	['9606.ENSP00000484998', '9606.ENSP00000322343', '9606.ENSP00000379176', '9606.ENSP00000342262']	[]
P09079650A0136	p38	['9606.ENSP00000428968', '9606.ENSP00000215832', '9606.ENSP00000475924', '9606.ENSP00000223029', '9606.ENSP00000300574', '9606.ENSP00000339186', '9606.ENSP00000216479', '9606.ENSP00000229795']	[]
P09079689A0472	MOP5	['9606.ENSP00000469142', '9606.ENSP00000493536']	[]
P09079902A0713	Ndk	['9606.ENSP00000219479', '9606.ENSP00000256722']	[]
P09079902A0713	pyruvate kinase	['9606.ENSP00000320171']	[]
P09083291A1378	cyclin D1	['9606.ENSP00000227507']	[]
P09083291A1378	cdk 2	['9606.ENSP00000266970']	[]
P09083291A1378	TGF-beta1	['9606.ENSP00000221930']	[]
P09085842A0181	U1-70K	['9606.ENSP00000472998']	[]
P09085842A0181	SF2	['9606.ENSP00000258962']	[]
P09085842A0181	snRNP	['9606.ENSP00000364813']	[]
P09085842A1559	snRNP	['9606.ENSP00000364813']	[]
P09087430A1046	U1A	['9606.ENSP00000243563']	[]
P09088371T0000	antithrombin III	['9606.ENSP00000356671']	[]
P09088371T0000	protein C	['9606.ENSP00000379682', '9606.ENSP00000378394']	[]
P09090054A0186	alpha-glucosidase	['9606.ENSP00000447378', '9606.ENSP00000264382']	[]
P09091403T0001	mts1	['9606.ENSP00000418915', '9606.ENSP00000357704', '10090.ENSMUSP00000102748', '10090.ENSMUSP00000001046']	[]
P09092493A0861	VIP	['9606.ENSP00000356213', '9606.ENSP00000498697']	[]
P09092636A0802	rad54	['9606.ENSP00000362441']	[]
P09092675A0283	P22	['9606.ENSP00000259632', '9606.ENSP00000348965', '9606.ENSP00000441875', '9606.ENSP00000335632']	[]
P09094315A0541	B-Myb	['9606.ENSP00000217026']	[]
P09094671A1192	Mts2	['9606.ENSP00000276925']	[]
P09094671A1192	p16INK4a	['9606.ENSP00000418915']	[]
P09094671A1192	Mts1	['9606.ENSP00000418915', '9606.ENSP00000357704']	[]
P09094671A1192	p15INK4b	['9606.ENSP00000276925']	[]
P09096229T0000	rad16	['4932.YBR114W']	[]
P09096229T0000	MFA2	['4932.YNL145W']	[]
P09096958A0000	talin	['9606.ENSP00000453508', '9606.ENSP00000316029']	[]
P09099683A0000	DGK	['9606.ENSP00000264093', '9606.ENSP00000385780', '9606.ENSP00000284061']	[]
P09099702A0000	germ cell nuclear factor	['9606.ENSP00000420267']	[]
P09099702A0000	GCNF	['9606.ENSP00000420267']	[]
P09099702A0692	protamine 2	['9606.ENSP00000403681', '10090.ENSMUSP00000139898']	[]
P09099743A0585	nucleolin	['9606.ENSP00000318195']	[]
P09099745A1446	Cdk2	['9606.ENSP00000266970']	[]
P09099745A1446	p21	['9606.ENSP00000361708', '9606.ENSP00000388823', '9606.ENSP00000384849']	[]
P09099745A1446	p27	['9606.ENSP00000312318', '9606.ENSP00000314067', '9606.ENSP00000221114', '9606.ENSP00000405926', '9606.ENSP00000483430', '9606.ENSP00000440485']	[]
P09101085A0686	p27Kip1	['9606.ENSP00000228872']	[]
P09108029A0399	activator protein 1	['9606.ENSP00000245919', '9606.ENSP00000252818', '9606.ENSP00000360266']	[]
P09108029A0399	Ref-1	['9606.ENSP00000216714', '9606.ENSP00000222543', '9606.ENSP00000435233']	[]
P09108029A0399	redox factor 1	['9606.ENSP00000216714']	[]
P09108279A0431	ogg1	['9606.ENSP00000306561']	[]
P09108451A0160	UCN	['9606.ENSP00000296099']	[]
P09110176A0890	Ube3a	['10090.ENSMUSP00000143859', '9606.ENSP00000497594']	[]
P09111004A0732	p38	['9606.ENSP00000428968', '9606.ENSP00000215832', '9606.ENSP00000475924', '9606.ENSP00000223029', '9606.ENSP00000300574', '9606.ENSP00000339186', '9606.ENSP00000216479', '9606.ENSP00000229795']	[]
P09111309A0674	p44	['9606.ENSP00000235090', '9606.ENSP00000359783', '9606.ENSP00000274400']	[]
P09111309A0674	Ets-2	['9606.ENSP00000353344']	[]
P09111309A0674	HB-EGF	['9606.ENSP00000230990']	[]
P09111314A0970	Cyclin D1	['9606.ENSP00000227507']	[]
P09111314A0970	cdk4	['9606.ENSP00000257904']	[]
P09111314A1243	p15INK4B	['9606.ENSP00000276925']	[]
P09111314A1243	TGF-beta	['9606.ENSP00000221930']	[]
P09111314A1243	p15	['9606.ENSP00000265073', '9606.ENSP00000276925', '9606.ENSP00000254998', '9606.ENSP00000497004']	[]
P09111314A1243	cyclin D1	['9606.ENSP00000227507']	[]
P09111340A0240	myc	['9606.ENSP00000478887']	[]
P09111340A0240	c-myc	['9606.ENSP00000478887']	[]
P09111367A1098	c-myc	['9606.ENSP00000478887']	[]
P09111367A1098	tal-1	['9606.ENSP00000294339']	[]
P09111367A1098	p53	['9606.ENSP00000269305']	[]
P09115265A1160	erythroid transcription factor	['9606.ENSP00000365858']	[]
P09115265A1160	GATA-1	['9606.ENSP00000365858']	[]
P09115279A0345	Cdc2	['9606.ENSP00000378699', '9606.ENSP00000472445']	[]
P09115365A0000	hsp70	['9606.ENSP00000302961']	[]
P09115395A0478	BRG1	['9606.ENSP00000343896']	[]
P09115395A0478	Ribosomal protein L18A	['9606.ENSP00000222247']	[]
P09115395A0478	Cdc5	['9606.ENSP00000360532']	[]
P09115395A0478	negative co-factor 2alpha	['9606.ENSP00000307850']	[]
P09115395A0478	HoxD1	['9606.ENSP00000328598']	[]
P09115395A0478	Sox3	['9606.ENSP00000359567']	[]
P09115395A0478	Elongation factor 1gamma	['9606.ENSP00000331901']	[]
P09118704A0771	G-CSF	['9606.ENSP00000225474']	[]
P09119112A1350	GATA-5	['9606.ENSP00000252997']	[]
P09119391A0870	GPT-1	['9606.ENSP00000378408']	[]
P09121424A0296	Swi3	['4932.YJL176C', '9606.ENSP00000254480']	[]
P09121424A0296	Snf2 homolog	['4932.YIL126W']	[]
P09121424A0296	Swh3	['4932.YFR037C']	[]
P09121430A0132	Grb2	['9606.ENSP00000376345']	[]
P09121430A0132	Shc	['9606.ENSP00000401303']	[]
P09121430A1075	Shc	['9606.ENSP00000401303']	[]
P09121430A1075	EGF	['9606.ENSP00000265171']	[]
P09121430A1075	c-myc	['9606.ENSP00000478887']	[]
P09121433A0463	MEF2	['9606.ENSP00000453095', '9606.ENSP00000316950']	[]
P09121433A0463	Smp1	['9606.ENSP00000363478', '9606.ENSP00000340982']	[]
P09121433A0463	SMP1	['9606.ENSP00000363478', '9606.ENSP00000340982']	[]
P09121435A1183	TFIIIB	['9606.ENSP00000351575']	[]
P09121454A1328	mot1	['9606.ENSP00000265990']	[]
P09121454A1328	Mot1p	['9606.ENSP00000265990']	[]
P09121774T0000	GTPase	['9606.ENSP00000359859', '9606.ENSP00000254928']	[]
P09121774T0000	Rac	['9606.ENSP00000451828']	[]
P09122168A1427	GRK2	['9606.ENSP00000312262']	[]
P09122168A1427	GRK3	['9606.ENSP00000317578']	[]
P09122176A0970	RAR	['9606.ENSP00000254066', '9606.ENSP00000461785']	[]
P09126622A0466	CAL	['9606.ENSP00000416387', '9606.ENSP00000357484']	[]
P09129147A0644	Jun	['9606.ENSP00000360266']	[]
P09129147A0644	Fos	['9606.ENSP00000306245']	[]
P09129147A0644	CREB	['9606.ENSP00000387699']	[]
P09130700A0676	SPC98	['9606.ENSP00000261965']	[]
P09130700A0676	Spc97p	['9606.ENSP00000446093']	[]
P09130700A0676	SPC97	['9606.ENSP00000446093']	[]
P09130700A0676	Spc98p	['9606.ENSP00000261965']	[]
P09130718A0497	sid1	['9606.ENSP00000377416']	[]
P09131139T0000	PAF-AH	['9606.ENSP00000380378', '9606.ENSP00000274793']	[]
P09132011A0298	p50	['9606.ENSP00000339404', '9606.ENSP00000361359', '9606.ENSP00000226574', '7227.FBpp0083843', '9606.ENSP00000495631']	[]
P09132061A0828	atp 1	['9606.ENSP00000296149']	[]
P09132061A0828	peroxidase	['9606.ENSP00000348645', '9606.ENSP00000252804']	[]
P09135066A0653	Mek1	['9606.ENSP00000302486']	[]
P09135149A0000	Cdc2	['9606.ENSP00000378699', '9606.ENSP00000472445']	[]
P09135149A0000	Wee1	['9606.ENSP00000402084']	[]
P09135149A0000	Cdc25	['9606.ENSP00000321656', '9606.ENSP00000405963']	[]
P09135928A0912	angiotensin II	['9606.ENSP00000355627']	[]
P09136080A1469	Sp1	['9606.ENSP00000329357', '9606.ENSP00000308970', '9606.ENSP00000323155']	[]
P09139665A0784	PhLP	['9606.ENSP00000259467', '9606.ENSP00000375855']	[]
P09139694A0789	CTF1alpha	['9606.ENSP00000366513']	[]
P09139721A0183	Cyclin G2	['9606.ENSP00000315743']	[]
P09139892A1150	crp	['9606.ENSP00000255030', '9606.ENSP00000356275']	[]
P09139892A1150	orfX	['9606.ENSP00000305918']	[]
P09144165A0614	Rel	['9606.ENSP00000295025']	[]
P09144195A1051	CTF	['9606.ENSP00000269214', '9606.ENSP00000380781', '9606.ENSP00000360231', '9606.ENSP00000289248', '9606.ENSP00000370340', '9606.ENSP00000396843']	[]
P09144770A0906	FKBP12	['9606.ENSP00000383003']	[]
P09144958A0047	b protein	['9606.ENSP00000373570']	[]
P09147420T0000	TAR	['9606.ENSP00000463058']	[]
P09147420T0000	Sp1	['9606.ENSP00000329357', '9606.ENSP00000308970', '9606.ENSP00000323155']	[]
P09148770A0977	Csk	['9606.ENSP00000220003']	[]
P09148903A1715	IkappaBalpha	['9606.ENSP00000216797']	[]
P09148929A0372	Ctpct	['9606.ENSP00000292823']	[]
P09148935A0805	ERK2	['9606.ENSP00000215832']	[]
P09148935A0805	FAK	['9606.ENSP00000341189']	[]
P09148935A0805	c-Src	['9606.ENSP00000362680']	[]
P09150728A0596	HES1	['9606.ENSP00000232424', '9606.ENSP00000291577', '9606.ENSP00000480313']	[]
P09151152A0174	protein C	['9606.ENSP00000379682', '9606.ENSP00000378394']	[]
P09151152A0174	factor VII	['9606.ENSP00000364731']	[]
P09151925A0479	C-LIP	['9606.ENSP00000009530', '9606.ENSP00000223398', '9606.ENSP00000384092', '9606.ENSP00000479322']	[]
P09154795A0628	DNA polymerase beta	['9606.ENSP00000265421']	[]
P09154797A0777	stk2	['9606.ENSP00000358770', '9606.ENSP00000233027', '9606.ENSP00000500582']	[]
P09154819A0501	c-Jun	['9606.ENSP00000360266']	[]
P09154822T0000	v-abl	['9606.ENSP00000361423']	[]
P09154822T0000	Raf-1	['9606.ENSP00000401888', '9606.ENSP00000302324']	[]
P09154827A0158	TAF(II)250	['9606.ENSP00000406549']	[]
P09154827A0158	CCG1	['9606.ENSP00000406549']	[]
P09155015A0140	ANF	['9606.ENSP00000365663']	[]
P09155015A0140	MEKK1	['9606.ENSP00000382423']	[]
P09155015A0140	atrial natriuretic factor	['9606.ENSP00000365663']	[]
P09155024A0955	EFG1	['9606.ENSP00000264263']	[]
P09162084A0956	Src	['9606.ENSP00000362680']	[]
P09162084A0956	PECAM-1	['9606.ENSP00000457421']	[]
P09162084A0956	GST	['9606.ENSP00000421339']	[]
P09162092A0675	MEKK3	['9606.ENSP00000354927']	[]
P09162092A0675	MEKK2	['9606.ENSP00000387246']	[]
P09162092A0675	p38	['9606.ENSP00000428968', '9606.ENSP00000215832', '9606.ENSP00000475924', '9606.ENSP00000223029', '9606.ENSP00000300574', '9606.ENSP00000339186', '9606.ENSP00000216479', '9606.ENSP00000229795']	[]
P09162092A0675	MKK3	['9606.ENSP00000345083']	[]
P09162097A0776	L-selectin	['9606.ENSP00000498227']	[]
P09162097A0776	MAdCAM-1	['9606.ENSP00000215637']	[]
P09162097A1258	MAdCAM-1	['10090.ENSMUSP00000020554', '9606.ENSP00000215637']	[]
P09165004A1700	Elk-1	['9606.ENSP00000366182', '9606.ENSP00000264661', '9606.ENSP00000328813']	[]
P09165039A0728	LHR	['9606.ENSP00000294954']	[]
P09165039A1372	LHR	['9606.ENSP00000294954']	[]
P09168134A0858	snRNP	['9606.ENSP00000364813']	[]
P09168134A0858	Sm-E	['9606.ENSP00000400591']	[]
P09169127A0371	neuropeptide Y	['9606.ENSP00000384364']	[]
P09169420A0000	Src	['9606.ENSP00000362680']	[]
P09169420A0000	p110alpha	['9606.ENSP00000263967']	[]
P09169420A0000	p55	['9606.ENSP00000360782', '9606.ENSP00000262741', '9606.ENSP00000358547', '9606.ENSP00000371798', '9606.ENSP00000414150', '9606.ENSP00000442563', '9606.ENSP00000369293', '9606.ENSP00000162749', '9606.ENSP00000327801', '9606.ENSP00000306245', '9606.ENSP00000348442']	[]
P09169420A0000	p85alpha	['9606.ENSP00000428056']	[]
P09169475A0272	gp130	['9606.ENSP00000260665', '9606.ENSP00000370698']	[]
P09169593T0000	Insulin	['9606.ENSP00000380432']	[]
P09169852A0235	pag-3	['9606.ENSP00000281419']	[]
P09169853A0000	Pax-3	['9606.ENSP00000375921']	[]
P09170159A0348	tyrosinase-related protein 1	['9606.ENSP00000373570']	[]
P09170159A0348	tyrosinase	['9606.ENSP00000263321']	[]
P09171235A0851	TRbeta	['9606.ENSP00000383365']	[]
P09171235A0851	COUP-TFI	['9606.ENSP00000325819']	[]
P09171239A2146	SRC-1	['9606.ENSP00000362680', '9606.ENSP00000385216']	[]
P09174049A1788	p34CDC2	['9606.ENSP00000378699']	[]
P09174049A1788	histone H1	['9606.ENSP00000344504']	[]
P09175708A1526	PRL-R	['9606.ENSP00000482954', '9606.ENSP00000428976']	[]
P09175858A1449	GAPDHs	['9606.ENSP00000222286']	[]
P09175858A1449	GAPDH	['9606.ENSP00000380070']	[]
P09178752A0574	EGF	['9606.ENSP00000265171']	[]
P09181130A1067	Krox-20	['9606.ENSP00000242480']	[]
P09181130A1587a	Krox-20	['9606.ENSP00000242480']	[]
P09182527A0443	p53	['9606.ENSP00000269305']	[]
P09182527A0443	mE6	['9606.ENSP00000381594']	[]
P09182527A0443	Nedd-4	['9606.ENSP00000424827']	[]
P09182707A0254	paxillin	['9606.ENSP00000267257']	[]
P09182707A0254	p125	['9606.ENSP00000358071', '9606.ENSP00000285021']	[]
P09182707A0254	FAK	['9606.ENSP00000341189']	[]
P09182990A0245	eRF1	['9606.ENSP00000201031', '9606.ENSP00000337386', '9606.ENSP00000353741']	[]
P09185183T0000	Merosin	['9606.ENSP00000400365']	[]
P09186056A0514	MyoD	['9606.ENSP00000250003']	[]
P09186507A0882	Sp1	['9606.ENSP00000329357', '9606.ENSP00000308970', '9606.ENSP00000323155']	[]
P09187136A0000	src	['9606.ENSP00000362680']	[]
P09187136A0000	raf	['9606.ENSP00000314709', '9606.ENSP00000401888']	[]
P09187136A0000	SSeCKS	['9606.ENSP00000384537']	[]
P09187637A1199	OP1	['9606.ENSP00000379204']	[]
P09188094A0934	Spc1	['9606.ENSP00000233025', '9606.ENSP00000483552']	[]
P09188863A0954	CDC25B	['9606.ENSP00000245960']	[]
P09189783A0000	insulin	['9606.ENSP00000380432']	[]
P09190202A0166	Sar1p	['9606.ENSP00000362339', '9606.ENSP00000268182']	[]
P09190202A0166	coat protein	['9606.ENSP00000265070']	[]
P09190202A0166	Sec13p	['9606.ENSP00000373312']	[]
P09190202A0166	p150	['9606.ENSP00000361423', '9606.ENSP00000355013', '9606.ENSP00000300060', '9606.ENSP00000301280', '9606.ENSP00000351832', '9606.ENSP00000363779', '9606.ENSP00000349205']	[]
P09190202A0166	Sec24p	['9606.ENSP00000428564']	[]
P09192769T0000	CCR-4	['9606.ENSP00000332659', '9606.ENSP00000280614', '9606.ENSP00000481893']	[]
P09192842A0988	PE-2	['9606.ENSP00000222329']	[]
P09192998A0356	PTH	['9606.ENSP00000433208', '9606.ENSP00000418661', '9606.ENSP00000387180']	[]
P09195923A0125	hsp90	['9606.ENSP00000335153', '9606.ENSP00000360609']	[]
P09197241A0770	p56	['9606.ENSP00000360869', '9606.ENSP00000261303', '9606.ENSP00000438040', '9606.ENSP00000306340']	[]
P09197241A0770	p53	['9606.ENSP00000269305']	[]
P09197241A0770	c-fgr	['9606.ENSP00000363117']	[]
P09197241A0770	p58	['9606.ENSP00000314067', '9606.ENSP00000464036', '9606.ENSP00000360860', '9606.ENSP00000342215', '9606.ENSP00000264639', '9606.ENSP00000350708', '9606.ENSP00000484105', '9606.ENSP00000300289', '9606.ENSP00000473631', '9606.ENSP00000320171']	[]
P09197241A0770	hck	['9606.ENSP00000365012']	[]
P09197241A0770	CD45	['9606.ENSP00000411355']	[]
P09197241A0770	lyn	['9606.ENSP00000428924']	[]
P09197408A0126	GAL4	['9606.ENSP00000302100']	[]
P09199167A0942	Sed5p	['9606.ENSP00000294179']	[]
P09199167A0942	Vti1p	['9606.ENSP00000450731']	[]
P09199292A0536	p130	['9606.ENSP00000262133', '9606.ENSP00000385410', '9606.ENSP00000411418']	[]
P09199292A0536	cdk2	['9606.ENSP00000266970']	[]
P09199292A0536	cyclin A	['9606.ENSP00000481380', '9606.ENSP00000255465']	[]
P09199318A1147	p150	['9606.ENSP00000361423', '9606.ENSP00000355013', '9606.ENSP00000300060', '9606.ENSP00000301280', '9606.ENSP00000351832', '9606.ENSP00000363779', '9606.ENSP00000349205']	[]
